valor,tipo,data,categoria,descricao
2381.48,2,"""2025-03-11T21:38:32.439549Z""","""Salário""","""Despesa operacional"""
9596.6,2,"""2025-03-12T21:38:32.439557Z""","""Compra""","""Despesa operacional"""
3492.17,2,"""2025-05-26T21:38:32.439565Z""","""Pagamento""","""Despesa operacional"""
-1442.78,1,"""2025-05-17T21:38:32.439574Z""","""Serviço""","""Transferência bancária"""
6933.85,2,"""2025-04-21T21:38:32.439583Z""","""Compra""","""Transferência bancária"""
5345.76,2,"""2025-04-04T21:38:32.439592Z""","""Transferência""","""Transferência bancária"""
-9287.13,1,"""2025-04-22T21:38:32.439602Z""","""Compra""","""Recebido de cliente"""
-1843.23,1,"""2025-04-29T21:38:32.439616Z""","""Salário""","""Transferência bancária"""
4970.59,2,"""2025-05-19T21:38:32.439639Z""","""Pagamento""","""Referente ao mês"""
-8935.92,1,"""2025-04-10T21:38:32.439648Z""","""Salário""","""Recebido de cliente"""
-3142.96,1,"""2025-05-17T21:38:32.439657Z""","""Compra""","""Despesa operacional"""
9147.55,2,"""2025-05-18T21:38:32.439665Z""","""Transferência""","""Transferência bancária"""
-9004.85,1,"""2025-05-03T21:38:32.439674Z""","""Serviço""","""Transferência bancária"""
4193.68,2,"""2025-03-27T21:38:32.439683Z""","""Transferência""","""Compra de material"""
-1947.92,1,"""2025-04-07T21:38:32.439692Z""","""Serviço""","""Despesa operacional"""
-2636.52,1,"""2025-03-14T21:38:32.439831Z""","""Reembolso""","""Pagamento de serviço"""
-1036.11,1,"""2025-05-22T21:38:32.439860Z""","""Compra""","""Despesa operacional"""
-247.72,1,"""2025-04-09T21:38:32.439875Z""","""Pagamento""","""Compra de material"""
-567.74,1,"""2025-03-15T21:38:32.439890Z""","""Compra""","""Pagamento de serviço"""
-9552.95,1,"""2025-03-23T21:38:32.439903Z""","""Pagamento""","""Compra de material"""
-6424.02,1,"""2025-04-01T21:38:32.439912Z""","""Pagamento""","""Compra de material"""
-4040.48,1,"""2025-05-17T21:38:32.439921Z""","""Venda""","""Referente ao mês"""
-4643.14,1,"""2025-05-13T21:38:32.439929Z""","""Serviço""","""Pagamento de serviço"""
1948.32,2,"""2025-03-15T21:38:32.439939Z""","""Reembolso""","""Transferência bancária"""
-2151.33,1,"""2025-04-11T21:38:32.439947Z""","""Serviço""","""Referente ao mês"""
-1806.05,1,"""2025-05-30T21:38:32.439956Z""","""Pagamento""","""Transferência bancária"""
4659.83,2,"""2025-03-13T21:38:32.439964Z""","""Compra""","""Transferência bancária"""
-6787.43,1,"""2025-03-30T21:38:32.439973Z""","""Serviço""","""Referente ao mês"""
7289.37,2,"""2025-05-02T21:38:32.439982Z""","""Venda""","""Transferência bancária"""
-6256.76,1,"""2025-03-05T21:38:32.439991Z""","""Investimento""","""Transferência bancária"""
9753.84,2,"""2025-03-22T21:38:32.439999Z""","""Reembolso""","""Pagamento de serviço"""
-2183.71,1,"""2025-05-09T21:38:32.440008Z""","""Reembolso""","""Referente ao mês"""
5069.2,2,"""2025-03-20T21:38:32.440016Z""","""Transferência""","""Recebido de cliente"""
5220.36,2,"""2025-03-04T21:38:32.440025Z""","""Serviço""","""Compra de material"""
-9429.59,1,"""2025-03-24T21:38:32.440034Z""","""Transferência""","""Referente ao mês"""
-7600.97,1,"""2025-03-24T21:38:32.440043Z""","""Pagamento""","""Pagamento de serviço"""
-4363.65,1,"""2025-04-22T21:38:32.440052Z""","""Transferência""","""Despesa operacional"""
3201.78,2,"""2025-04-13T21:38:32.440061Z""","""Venda""","""Despesa operacional"""
7315.02,2,"""2025-04-01T21:38:32.440071Z""","""Investimento""","""Despesa operacional"""
-883.76,1,"""2025-05-19T21:38:32.440085Z""","""Transferência""","""Despesa operacional"""
-8795.13,1,"""2025-03-14T21:38:32.440101Z""","""Salário""","""Referente ao mês"""
-8825.44,1,"""2025-04-25T21:38:32.440110Z""","""Venda""","""Compra de material"""
8841.58,2,"""2025-04-07T21:38:32.440118Z""","""Pagamento""","""Despesa operacional"""
6722.93,2,"""2025-05-25T21:38:32.440127Z""","""Investimento""","""Despesa operacional"""
8710.79,2,"""2025-05-29T21:38:32.440135Z""","""Pagamento""","""Compra de material"""
-9115.94,1,"""2025-04-08T21:38:32.440144Z""","""Compra""","""Recebido de cliente"""
5422.33,2,"""2025-03-02T21:38:32.440152Z""","""Compra""","""Compra de material"""
-8253.69,1,"""2025-04-26T21:38:32.440161Z""","""Venda""","""Compra de material"""
4619.25,2,"""2025-03-22T21:38:32.440169Z""","""Compra""","""Transferência bancária"""
3767.6,2,"""2025-03-16T21:38:32.440178Z""","""Salário""","""Transferência bancária"""
9276.52,2,"""2025-04-30T21:38:32.440187Z""","""Reembolso""","""Recebido de cliente"""
3640.71,2,"""2025-04-18T21:38:32.440196Z""","""Transferência""","""Compra de material"""
7074.26,2,"""2025-05-22T21:38:32.440204Z""","""Investimento""","""Recebido de cliente"""
4419.49,2,"""2025-04-10T21:38:32.440215Z""","""Serviço""","""Referente ao mês"""
5217.92,2,"""2025-05-14T21:38:32.440230Z""","""Serviço""","""Despesa operacional"""
-6539.02,1,"""2025-04-18T21:38:32.440246Z""","""Pagamento""","""Compra de material"""
4043.28,2,"""2025-03-18T21:38:32.440258Z""","""Investimento""","""Recebido de cliente"""
992.54,2,"""2025-04-11T21:38:32.440273Z""","""Serviço""","""Transferência bancária"""
8443.33,2,"""2025-04-17T21:38:32.440288Z""","""Transferência""","""Referente ao mês"""
-7254.48,1,"""2025-03-24T21:38:32.440297Z""","""Transferência""","""Recebido de cliente"""
8045.19,2,"""2025-04-22T21:38:32.440305Z""","""Compra""","""Transferência bancária"""
-8550.43,1,"""2025-05-21T21:38:32.440314Z""","""Pagamento""","""Recebido de cliente"""
7103.25,2,"""2025-03-23T21:38:32.440322Z""","""Pagamento""","""Referente ao mês"""
3189.21,2,"""2025-04-16T21:38:32.440331Z""","""Salário""","""Referente ao mês"""
-9039.97,1,"""2025-05-05T21:38:32.440340Z""","""Compra""","""Despesa operacional"""
9599.01,2,"""2025-03-23T21:38:32.440348Z""","""Reembolso""","""Referente ao mês"""
-172.81,1,"""2025-05-27T21:38:32.440357Z""","""Transferência""","""Transferência bancária"""
-3388.43,1,"""2025-03-12T21:38:32.440366Z""","""Salário""","""Compra de material"""
3492.76,2,"""2025-05-05T21:38:32.440375Z""","""Pagamento""","""Compra de material"""
-5549.9,1,"""2025-03-04T21:38:32.440383Z""","""Investimento""","""Compra de material"""
4929.24,2,"""2025-05-02T21:38:32.440391Z""","""Compra""","""Pagamento de serviço"""
3515.11,2,"""2025-04-29T21:38:32.440400Z""","""Reembolso""","""Recebido de cliente"""
-1306.74,1,"""2025-04-06T21:38:32.440408Z""","""Salário""","""Recebido de cliente"""
-3742.13,1,"""2025-05-25T21:38:32.440417Z""","""Serviço""","""Referente ao mês"""
-5924.78,1,"""2025-04-13T21:38:32.440426Z""","""Reembolso""","""Recebido de cliente"""
7916.79,2,"""2025-05-29T21:38:32.440440Z""","""Investimento""","""Referente ao mês"""
3807.08,2,"""2025-05-16T21:38:32.440456Z""","""Transferência""","""Compra de material"""
-8685.75,1,"""2025-04-07T21:38:32.440469Z""","""Venda""","""Pagamento de serviço"""
1047.28,2,"""2025-04-16T21:38:32.440478Z""","""Reembolso""","""Despesa operacional"""
5716.94,2,"""2025-03-09T21:38:32.440487Z""","""Reembolso""","""Transferência bancária"""
-4993.05,1,"""2025-03-11T21:38:32.440497Z""","""Reembolso""","""Recebido de cliente"""
-7627.16,1,"""2025-05-25T21:38:32.440511Z""","""Salário""","""Compra de material"""
-6527.74,1,"""2025-05-21T21:38:32.440526Z""","""Salário""","""Transferência bancária"""
-1151.63,1,"""2025-05-24T21:38:32.440540Z""","""Serviço""","""Despesa operacional"""
7035.9,2,"""2025-04-17T21:38:32.440549Z""","""Reembolso""","""Compra de material"""
-2148.44,1,"""2025-05-10T21:38:32.440557Z""","""Transferência""","""Recebido de cliente"""
5692.14,2,"""2025-03-27T21:38:32.440571Z""","""Transferência""","""Recebido de cliente"""
-6054.87,1,"""2025-03-22T21:38:32.440588Z""","""Transferência""","""Despesa operacional"""
-1082.59,1,"""2025-03-07T21:38:32.440600Z""","""Serviço""","""Compra de material"""
-2230.81,1,"""2025-03-13T21:38:32.440615Z""","""Transferência""","""Transferência bancária"""
6817.3,2,"""2025-04-11T21:38:32.440629Z""","""Investimento""","""Pagamento de serviço"""
6890.62,2,"""2025-04-20T21:38:32.440645Z""","""Investimento""","""Recebido de cliente"""
-765.52,1,"""2025-04-13T21:38:32.440659Z""","""Pagamento""","""Referente ao mês"""
-1175.05,1,"""2025-04-24T21:38:32.440668Z""","""Pagamento""","""Recebido de cliente"""
4897.12,2,"""2025-04-12T21:38:32.440677Z""","""Serviço""","""Transferência bancária"""
-4837.85,1,"""2025-04-06T21:38:32.440685Z""","""Transferência""","""Despesa operacional"""
-5610.52,1,"""2025-03-17T21:38:32.440694Z""","""Salário""","""Transferência bancária"""
4938.75,2,"""2025-04-07T21:38:32.440703Z""","""Transferência""","""Despesa operacional"""
-4012.88,1,"""2025-05-13T21:38:32.440711Z""","""Investimento""","""Recebido de cliente"""
-9084.39,1,"""2025-05-13T21:38:32.440720Z""","""Reembolso""","""Despesa operacional"""
-8845.26,1,"""2025-04-25T21:38:32.440729Z""","""Venda""","""Pagamento de serviço"""
-6967.59,1,"""2025-05-19T21:38:32.440742Z""","""Investimento""","""Transferência bancária"""
610.42,2,"""2025-05-09T21:38:32.440770Z""","""Salário""","""Despesa operacional"""
7356.38,2,"""2025-03-06T21:38:32.440780Z""","""Compra""","""Transferência bancária"""
3607.09,2,"""2025-04-28T21:38:32.440789Z""","""Investimento""","""Pagamento de serviço"""
4274.56,2,"""2025-03-30T21:38:32.440803Z""","""Salário""","""Despesa operacional"""
-4495.46,1,"""2025-03-12T21:38:32.440818Z""","""Reembolso""","""Pagamento de serviço"""
-2835.54,1,"""2025-04-04T21:38:32.440925Z""","""Venda""","""Compra de material"""
2480.46,2,"""2025-04-03T21:38:32.440957Z""","""Venda""","""Compra de material"""
6297.75,2,"""2025-03-12T21:38:32.440991Z""","""Venda""","""Compra de material"""
2984.24,2,"""2025-04-21T21:38:32.441009Z""","""Transferência""","""Pagamento de serviço"""
-6424.38,1,"""2025-05-07T21:38:32.441027Z""","""Salário""","""Despesa operacional"""
-6274.83,1,"""2025-04-17T21:38:32.441043Z""","""Salário""","""Despesa operacional"""
7164.72,2,"""2025-05-26T21:38:32.441060Z""","""Investimento""","""Pagamento de serviço"""
556.0,2,"""2025-04-01T21:38:32.441077Z""","""Investimento""","""Recebido de cliente"""
-6049.8,1,"""2025-04-06T21:38:32.441094Z""","""Salário""","""Despesa operacional"""
8256.21,2,"""2025-03-14T21:38:32.441111Z""","""Pagamento""","""Pagamento de serviço"""
8730.41,2,"""2025-03-01T21:38:32.441127Z""","""Salário""","""Referente ao mês"""
6250.58,2,"""2025-04-03T21:38:32.441143Z""","""Pagamento""","""Referente ao mês"""
3694.32,2,"""2025-04-21T21:38:32.441159Z""","""Investimento""","""Compra de material"""
8689.75,2,"""2025-05-29T21:38:32.441175Z""","""Venda""","""Referente ao mês"""
3714.08,2,"""2025-05-01T21:38:32.441192Z""","""Compra""","""Referente ao mês"""
7874.85,2,"""2025-05-20T21:38:32.441208Z""","""Pagamento""","""Transferência bancária"""
2306.53,2,"""2025-05-01T21:38:32.441225Z""","""Venda""","""Pagamento de serviço"""
398.15,2,"""2025-05-07T21:38:32.441241Z""","""Investimento""","""Despesa operacional"""
9980.77,2,"""2025-03-10T21:38:32.441257Z""","""Reembolso""","""Transferência bancária"""
2436.9,2,"""2025-05-13T21:38:32.441273Z""","""Transferência""","""Despesa operacional"""
9129.09,2,"""2025-03-01T21:38:32.441289Z""","""Salário""","""Pagamento de serviço"""
3426.98,2,"""2025-04-23T21:38:32.441306Z""","""Pagamento""","""Despesa operacional"""
-1686.53,1,"""2025-03-05T21:38:32.441322Z""","""Compra""","""Referente ao mês"""
3266.62,2,"""2025-03-19T21:38:32.441338Z""","""Venda""","""Referente ao mês"""
4839.59,2,"""2025-04-12T21:38:32.441355Z""","""Serviço""","""Transferência bancária"""
-9609.18,1,"""2025-05-03T21:38:32.441377Z""","""Compra""","""Despesa operacional"""
6283.05,2,"""2025-04-18T21:38:32.441393Z""","""Salário""","""Recebido de cliente"""
4408.26,2,"""2025-04-17T21:38:32.441409Z""","""Reembolso""","""Referente ao mês"""
-4788.06,1,"""2025-05-12T21:38:32.441425Z""","""Compra""","""Compra de material"""
-9236.19,1,"""2025-04-24T21:38:32.441441Z""","""Transferência""","""Transferência bancária"""
-8948.27,1,"""2025-04-05T21:38:32.441459Z""","""Compra""","""Recebido de cliente"""
3191.86,2,"""2025-05-17T21:38:32.441475Z""","""Venda""","""Referente ao mês"""
-6206.68,1,"""2025-05-29T21:38:32.441491Z""","""Reembolso""","""Recebido de cliente"""
-5961.13,1,"""2025-03-23T21:38:32.441507Z""","""Serviço""","""Recebido de cliente"""
2940.21,2,"""2025-03-30T21:38:32.441524Z""","""Venda""","""Referente ao mês"""
-993.68,1,"""2025-03-25T21:38:32.441540Z""","""Venda""","""Despesa operacional"""
-7937.9,1,"""2025-05-30T21:38:32.441555Z""","""Investimento""","""Despesa operacional"""
-309.07,1,"""2025-05-21T21:38:32.441571Z""","""Investimento""","""Transferência bancária"""
-3288.44,1,"""2025-03-14T21:38:32.441588Z""","""Venda""","""Despesa operacional"""
5751.31,2,"""2025-05-19T21:38:32.441603Z""","""Serviço""","""Referente ao mês"""
-978.5,1,"""2025-05-17T21:38:32.441618Z""","""Salário""","""Compra de material"""
-9397.49,1,"""2025-04-18T21:38:32.441647Z""","""Venda""","""Compra de material"""
-2625.06,1,"""2025-03-25T21:38:32.441662Z""","""Salário""","""Referente ao mês"""
-1739.26,1,"""2025-03-23T21:38:32.441678Z""","""Investimento""","""Referente ao mês"""
-1986.42,1,"""2025-04-05T21:38:32.441693Z""","""Compra""","""Referente ao mês"""
-6721.07,1,"""2025-04-24T21:38:32.441707Z""","""Reembolso""","""Compra de material"""
-3208.75,1,"""2025-05-12T21:38:32.441721Z""","""Salário""","""Pagamento de serviço"""
-3695.22,1,"""2025-03-29T21:38:32.441735Z""","""Compra""","""Compra de material"""
8014.48,2,"""2025-04-06T21:38:32.441748Z""","""Investimento""","""Despesa operacional"""
-898.16,1,"""2025-03-23T21:38:32.441758Z""","""Reembolso""","""Recebido de cliente"""
3889.81,2,"""2025-04-05T21:38:32.441772Z""","""Transferência""","""Compra de material"""
-8133.0,1,"""2025-04-02T21:38:32.441788Z""","""Investimento""","""Compra de material"""
-4251.18,1,"""2025-04-07T21:38:32.441803Z""","""Pagamento""","""Pagamento de serviço"""
8502.11,2,"""2025-04-05T21:38:32.441818Z""","""Reembolso""","""Pagamento de serviço"""
-8162.22,1,"""2025-03-14T21:38:32.441832Z""","""Salário""","""Pagamento de serviço"""
5437.19,2,"""2025-03-18T21:38:32.441847Z""","""Venda""","""Transferência bancária"""
-963.46,1,"""2025-04-19T21:38:32.441861Z""","""Reembolso""","""Pagamento de serviço"""
-3059.72,1,"""2025-05-05T21:38:32.441876Z""","""Investimento""","""Despesa operacional"""
1395.64,2,"""2025-03-05T21:38:32.441891Z""","""Compra""","""Despesa operacional"""
6749.69,2,"""2025-04-27T21:38:32.441906Z""","""Reembolso""","""Transferência bancária"""
577.04,2,"""2025-05-19T21:38:32.441922Z""","""Compra""","""Referente ao mês"""
-5015.14,1,"""2025-04-18T21:38:32.441937Z""","""Compra""","""Transferência bancária"""
3048.25,2,"""2025-04-06T21:38:32.441953Z""","""Pagamento""","""Referente ao mês"""
516.6,2,"""2025-04-19T21:38:32.441968Z""","""Pagamento""","""Referente ao mês"""
-3139.05,1,"""2025-05-30T21:38:32.441986Z""","""Venda""","""Despesa operacional"""
9695.45,2,"""2025-05-24T21:38:32.442001Z""","""Venda""","""Referente ao mês"""
-594.75,1,"""2025-03-12T21:38:32.442017Z""","""Transferência""","""Recebido de cliente"""
1641.46,2,"""2025-03-13T21:38:32.442033Z""","""Reembolso""","""Referente ao mês"""
8708.07,2,"""2025-03-13T21:38:32.442048Z""","""Compra""","""Despesa operacional"""
-1240.65,1,"""2025-03-11T21:38:32.442065Z""","""Salário""","""Compra de material"""
503.7,2,"""2025-03-15T21:38:32.442081Z""","""Salário""","""Despesa operacional"""
5757.08,2,"""2025-03-26T21:38:32.442095Z""","""Pagamento""","""Recebido de cliente"""
-3237.06,1,"""2025-05-13T21:38:32.442109Z""","""Pagamento""","""Recebido de cliente"""
7201.21,2,"""2025-04-07T21:38:32.442118Z""","""Transferência""","""Compra de material"""
-7368.26,1,"""2025-03-18T21:38:32.442127Z""","""Investimento""","""Despesa operacional"""
-7674.27,1,"""2025-04-27T21:38:32.442136Z""","""Salário""","""Referente ao mês"""
1316.53,2,"""2025-04-08T21:38:32.442145Z""","""Venda""","""Referente ao mês"""
-6968.79,1,"""2025-04-06T21:38:32.442154Z""","""Serviço""","""Referente ao mês"""
-4719.37,1,"""2025-05-11T21:38:32.442162Z""","""Investimento""","""Recebido de cliente"""
2595.63,2,"""2025-04-17T21:38:32.442171Z""","""Venda""","""Recebido de cliente"""
2121.92,2,"""2025-04-16T21:38:32.442179Z""","""Reembolso""","""Pagamento de serviço"""
5192.44,2,"""2025-03-08T21:38:32.442187Z""","""Pagamento""","""Pagamento de serviço"""
7131.38,2,"""2025-04-26T21:38:32.442196Z""","""Serviço""","""Referente ao mês"""
-829.09,1,"""2025-03-13T21:38:32.442205Z""","""Compra""","""Despesa operacional"""
1291.86,2,"""2025-03-16T21:38:32.442213Z""","""Venda""","""Referente ao mês"""
-7625.99,1,"""2025-04-15T21:38:32.442221Z""","""Transferência""","""Recebido de cliente"""
-5240.66,1,"""2025-04-24T21:38:32.442230Z""","""Pagamento""","""Transferência bancária"""
6352.37,2,"""2025-03-05T21:38:32.442239Z""","""Serviço""","""Despesa operacional"""
-9004.7,1,"""2025-03-18T21:38:32.442248Z""","""Serviço""","""Pagamento de serviço"""
7070.51,2,"""2025-03-28T21:38:32.442257Z""","""Investimento""","""Compra de material"""
8323.91,2,"""2025-03-18T21:38:32.442390Z""","""Serviço""","""Transferência bancária"""
-2409.39,1,"""2025-04-09T21:38:32.442409Z""","""Pagamento""","""Referente ao mês"""
-6482.72,1,"""2025-05-05T21:38:32.442424Z""","""Compra""","""Referente ao mês"""
1322.41,2,"""2025-04-05T21:38:32.442433Z""","""Transferência""","""Pagamento de serviço"""
2213.85,2,"""2025-04-18T21:38:32.442541Z""","""Serviço""","""Referente ao mês"""
-1681.05,1,"""2025-03-12T21:38:32.442572Z""","""Transferência""","""Compra de material"""
9698.45,2,"""2025-03-01T21:38:32.442589Z""","""Compra""","""Pagamento de serviço"""
6095.03,2,"""2025-03-10T21:38:32.442602Z""","""Venda""","""Compra de material"""
-4491.59,1,"""2025-04-10T21:38:32.442615Z""","""Transferência""","""Despesa operacional"""
907.75,2,"""2025-05-12T21:38:32.442629Z""","""Compra""","""Referente ao mês"""
-7444.21,1,"""2025-04-23T21:38:32.442642Z""","""Reembolso""","""Pagamento de serviço"""
-5710.07,1,"""2025-03-28T21:38:32.442656Z""","""Transferência""","""Despesa operacional"""
9458.19,2,"""2025-04-29T21:38:32.442683Z""","""Salário""","""Despesa operacional"""
6375.58,2,"""2025-04-21T21:38:32.442697Z""","""Salário""","""Referente ao mês"""
3328.22,2,"""2025-05-02T21:38:32.442711Z""","""Serviço""","""Despesa operacional"""
-7826.39,1,"""2025-05-12T21:38:32.442726Z""","""Pagamento""","""Transferência bancária"""
-7015.85,1,"""2025-03-24T21:38:32.442749Z""","""Salário""","""Transferência bancária"""
-7284.44,1,"""2025-05-10T21:38:32.442764Z""","""Salário""","""Pagamento de serviço"""
1315.44,2,"""2025-04-03T21:38:32.442779Z""","""Salário""","""Recebido de cliente"""
6768.58,2,"""2025-03-02T21:38:32.442788Z""","""Investimento""","""Despesa operacional"""
7107.13,2,"""2025-05-26T21:38:32.442797Z""","""Pagamento""","""Despesa operacional"""
-8390.48,1,"""2025-05-19T21:38:32.442806Z""","""Salário""","""Recebido de cliente"""
2574.3,2,"""2025-04-28T21:38:32.442814Z""","""Venda""","""Transferência bancária"""
-1101.81,1,"""2025-03-28T21:38:32.442823Z""","""Salário""","""Transferência bancária"""
2452.26,2,"""2025-04-26T21:38:32.442832Z""","""Pagamento""","""Referente ao mês"""
-7967.63,1,"""2025-04-19T21:38:32.442849Z""","""Investimento""","""Transferência bancária"""
6464.33,2,"""2025-04-02T21:38:32.442858Z""","""Salário""","""Despesa operacional"""
-5980.09,1,"""2025-03-27T21:38:32.442867Z""","""Serviço""","""Pagamento de serviço"""
4348.68,2,"""2025-04-16T21:38:32.442876Z""","""Salário""","""Transferência bancária"""
8744.94,2,"""2025-04-18T21:38:32.442885Z""","""Transferência""","""Recebido de cliente"""
-3325.13,1,"""2025-04-16T21:38:32.442894Z""","""Pagamento""","""Pagamento de serviço"""
5096.3,2,"""2025-03-16T21:38:32.442903Z""","""Salário""","""Compra de material"""
-9543.86,1,"""2025-05-11T21:38:32.442912Z""","""Salário""","""Recebido de cliente"""
1227.81,2,"""2025-03-28T21:38:32.442920Z""","""Serviço""","""Recebido de cliente"""
5219.06,2,"""2025-04-10T21:38:32.442929Z""","""Venda""","""Pagamento de serviço"""
2370.72,2,"""2025-03-20T21:38:32.442940Z""","""Pagamento""","""Referente ao mês"""
4831.91,2,"""2025-03-18T21:38:32.442969Z""","""Pagamento""","""Transferência bancária"""
3048.46,2,"""2025-03-21T21:38:32.442979Z""","""Reembolso""","""Transferência bancária"""
4049.34,2,"""2025-05-12T21:38:32.442988Z""","""Pagamento""","""Pagamento de serviço"""
-4176.0,1,"""2025-03-03T21:38:32.442997Z""","""Pagamento""","""Recebido de cliente"""
-5709.83,1,"""2025-03-26T21:38:32.443006Z""","""Serviço""","""Transferência bancária"""
9733.31,2,"""2025-04-05T21:38:32.443015Z""","""Venda""","""Recebido de cliente"""
5864.77,2,"""2025-03-25T21:38:32.443023Z""","""Venda""","""Recebido de cliente"""
-9377.84,1,"""2025-05-26T21:38:32.443037Z""","""Compra""","""Compra de material"""
-5332.82,1,"""2025-04-03T21:38:32.443052Z""","""Compra""","""Compra de material"""
-9194.73,1,"""2025-03-06T21:38:32.443065Z""","""Salário""","""Referente ao mês"""
164.3,2,"""2025-05-30T21:38:32.443074Z""","""Pagamento""","""Referente ao mês"""
-9385.03,1,"""2025-03-14T21:38:32.443083Z""","""Serviço""","""Recebido de cliente"""
7529.28,2,"""2025-03-02T21:38:32.443093Z""","""Compra""","""Pagamento de serviço"""
-7894.16,1,"""2025-03-06T21:38:32.443101Z""","""Compra""","""Pagamento de serviço"""
-4971.81,1,"""2025-04-19T21:38:32.443110Z""","""Salário""","""Transferência bancária"""
7477.63,2,"""2025-04-08T21:38:32.443119Z""","""Reembolso""","""Recebido de cliente"""
-9836.54,1,"""2025-04-07T21:38:32.443127Z""","""Reembolso""","""Referente ao mês"""
-3323.69,1,"""2025-04-17T21:38:32.443136Z""","""Venda""","""Despesa operacional"""
-6591.71,1,"""2025-04-25T21:38:32.443144Z""","""Serviço""","""Pagamento de serviço"""
8138.84,2,"""2025-05-01T21:38:32.443153Z""","""Venda""","""Referente ao mês"""
-3876.61,1,"""2025-04-08T21:38:32.443162Z""","""Pagamento""","""Transferência bancária"""
5243.04,2,"""2025-04-19T21:38:32.443171Z""","""Salário""","""Referente ao mês"""
-9343.07,1,"""2025-04-11T21:38:32.443179Z""","""Venda""","""Compra de material"""
-836.75,1,"""2025-05-18T21:38:32.443188Z""","""Compra""","""Pagamento de serviço"""
-7225.35,1,"""2025-03-09T21:38:32.443196Z""","""Pagamento""","""Referente ao mês"""
-5371.73,1,"""2025-05-09T21:38:32.443206Z""","""Reembolso""","""Recebido de cliente"""
-7818.81,1,"""2025-04-28T21:38:32.443215Z""","""Serviço""","""Pagamento de serviço"""
-6528.74,1,"""2025-05-28T21:38:32.443223Z""","""Compra""","""Despesa operacional"""
-4306.75,1,"""2025-05-29T21:38:32.443232Z""","""Investimento""","""Recebido de cliente"""
6635.49,2,"""2025-05-04T21:38:32.443241Z""","""Reembolso""","""Despesa operacional"""
3516.13,2,"""2025-04-27T21:38:32.443250Z""","""Pagamento""","""Transferência bancária"""
2601.23,2,"""2025-04-03T21:38:32.443258Z""","""Reembolso""","""Pagamento de serviço"""
-3373.9,1,"""2025-03-30T21:38:32.443275Z""","""Serviço""","""Despesa operacional"""
-6322.12,1,"""2025-05-02T21:38:32.443284Z""","""Investimento""","""Recebido de cliente"""
2368.82,2,"""2025-03-07T21:38:32.443293Z""","""Salário""","""Referente ao mês"""
2476.15,2,"""2025-04-22T21:38:32.443302Z""","""Reembolso""","""Pagamento de serviço"""
9131.54,2,"""2025-03-08T21:38:32.443310Z""","""Serviço""","""Transferência bancária"""
-9222.23,1,"""2025-03-04T21:38:32.443319Z""","""Venda""","""Compra de material"""
-1426.85,1,"""2025-04-11T21:38:32.443328Z""","""Salário""","""Despesa operacional"""
-6567.7,1,"""2025-03-19T21:38:32.443336Z""","""Investimento""","""Transferência bancária"""
9249.62,2,"""2025-05-14T21:38:32.443345Z""","""Reembolso""","""Referente ao mês"""
-7848.28,1,"""2025-05-11T21:38:32.443354Z""","""Investimento""","""Pagamento de serviço"""
727.22,2,"""2025-05-13T21:38:32.443362Z""","""Pagamento""","""Recebido de cliente"""
-4380.5,1,"""2025-03-15T21:38:32.443370Z""","""Venda""","""Compra de material"""
-7719.06,1,"""2025-03-30T21:38:32.443379Z""","""Venda""","""Compra de material"""
5493.4,2,"""2025-03-01T21:38:32.443388Z""","""Salário""","""Recebido de cliente"""
-395.06,1,"""2025-04-13T21:38:32.443396Z""","""Venda""","""Despesa operacional"""
2011.22,2,"""2025-04-23T21:38:32.443404Z""","""Reembolso""","""Pagamento de serviço"""
-7843.97,1,"""2025-05-26T21:38:32.443413Z""","""Salário""","""Referente ao mês"""
2093.42,2,"""2025-05-02T21:38:32.443421Z""","""Venda""","""Pagamento de serviço"""
9426.9,2,"""2025-03-12T21:38:32.443429Z""","""Serviço""","""Transferência bancária"""
5662.46,2,"""2025-05-20T21:38:32.443446Z""","""Serviço""","""Recebido de cliente"""
8754.85,2,"""2025-05-27T21:38:32.443455Z""","""Pagamento""","""Referente ao mês"""
2342.87,2,"""2025-03-16T21:38:32.443463Z""","""Salário""","""Pagamento de serviço"""
9669.62,2,"""2025-05-08T21:38:32.443472Z""","""Pagamento""","""Despesa operacional"""
-8514.53,1,"""2025-04-09T21:38:32.443480Z""","""Venda""","""Recebido de cliente"""
-6463.55,1,"""2025-04-27T21:38:32.443489Z""","""Pagamento""","""Referente ao mês"""
-6920.24,1,"""2025-05-11T21:38:32.443498Z""","""Pagamento""","""Pagamento de serviço"""
-3124.78,1,"""2025-03-22T21:38:32.443506Z""","""Venda""","""Compra de material"""
-2212.31,1,"""2025-05-20T21:38:32.443514Z""","""Pagamento""","""Compra de material"""
-9899.25,1,"""2025-03-26T21:38:32.443523Z""","""Serviço""","""Pagamento de serviço"""
6161.74,2,"""2025-03-01T21:38:32.443613Z""","""Investimento""","""Despesa operacional"""
-7300.96,1,"""2025-03-14T21:38:32.443631Z""","""Reembolso""","""Despesa operacional"""
-2379.28,1,"""2025-04-21T21:38:32.443642Z""","""Salário""","""Pagamento de serviço"""
-3806.26,1,"""2025-03-16T21:38:32.443652Z""","""Pagamento""","""Despesa operacional"""
-8651.79,1,"""2025-03-06T21:38:32.443661Z""","""Pagamento""","""Despesa operacional"""
2521.78,2,"""2025-03-23T21:38:32.443670Z""","""Compra""","""Despesa operacional"""
